ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0303-83,,30,SONIDEGIB 200MG CAP,ODOMZO 200MG CAP,AN900,T,T,10082.16,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0323-40,,1ML,"DOCETAXEL 20MG/ML INJ,CONC","DOCETAXEL 20MG/ML INJ,CONC",AN900,T,T,6.33,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0361-41,,1,DECITABINE 50MG/VIL INJ,DECITABINE 50MG/VIL INJ,AN900,T,T,19.45,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0401-81,,120,ABIRATERONE ACETATE 125MG TAB,YONSA 125MG TAB,AN500,T,T,7031.19,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0506-96,,60X0.25ML,"CYCLOSPORINE 0.09% (PF) SOLN,OPH,0.25ML",CEQUA,OP300,T,T,511.54,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0616-30,,30,"DULOXETINE 20MG CAP,SPRINKLE,EC","DRIZALMA 20MG CAP,SPRINKLE,EC",CN609,T,T,177.08,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0617-30,,30,"DULOXETINE 30MG CAP,SPRINKLE,EC","DRIZALMA 30MG CAP,SPRINKLE,EC",CN609,T,T,177.08,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0618-30,,30,"DULOXETINE 40MG CAP,SPRINKLE,EC","DRIZALMA 40MG CAP,SPRINKLE,EC",CN609,T,T,177.08,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0619-30,,30,"DULOXETINE 60MG CAP,SPRINKLE,EC","DRIZALMA 60MG CAP,SPRINKLE,EC",CN609,T,T,177.08,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0624-60,,60,"RANOLAZINE 500MG GRNL,EC-ORAL,PKT",ASPRUZYO SPRINKLE 500MG,CV250,T,T,295.71,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0625-60,,60,"RANOLAZINE 1000MG GRNL,EC-ORAL,PKT",ASPRUZYO SPRINKLE 1000MG,CV250,T,T,485.50,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0882-44,,10X10ML,"NICARDIPINE HCL 2.5MG/ML INJ,AMP,10ML","NICARDIPINE HCL 2.5MG/ML INJ,AMP,10ML",CV200,T,T,89.69,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0895-40,,4ML,"DOCETAXEL 20MG/ML INJ,CONC","DOCETAXEL 80MG(20MG/ML) INJ,CONC",AN900,T,T,21.52,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0939-40,,8ML,"DOCETAXEL 20MG/ML INJ,CONC","DOCETAXEL 160MG(20MG/ML) INJ,CONC",AN900,T,T,43.19,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0984-83,,30,"ROSUVASTATIN 5MG CAP,SPRINKLE",EZALLOR SPRINKLE 5MG,CV350,T,T,84.21,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0985-83,,30,"ROSUVASTATIN 10MG CAP,SPRINKLE",EZALLOR SPRINKLE 10MG,CV350,T,T,84.21,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0986-83,,30,"ROSUVASTATIN 20MG CAP,SPRINKLE",EZALLOR SPRINKLE 20MG,CV350,T,T,84.21,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0987-83,,30,"ROSUVASTATIN 40MG CAP,SPRINKLE",EZALLOR SPRINKLE 40MG,CV350,T,T,84.21,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,47335-0994-36,,60GM,"CLASCOTERONE 1% CREAM,TOP","WINLEVI 1% CREAM,TOP",DE752,T,T,588.16,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,49708-0145-01,,100,SULFAMETHOXAZOLE 400MG/TRIMETHOPRIM 80MG TAB,BACTRIM,AM650,T,T,141.88,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,49708-0146-01,,100,SULFAMETHOXAZOLE 800MG/TRIMETHOPRIM 160MG TAB,BACTRIM DS,AM650,T,T,256.04,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,49708-0153-07,,30,QUININE SO4 324MG CAP,QUALAQUIN 324MG CAP,AP101,T,T,193.49,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,49708-0754-41,,5ML,"BROMFENAC 0.075% SOLN,OPH","BROMSITE 0.075% SOLN,OPH",op300,T,T,255.30,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,49708-0755-41,,5ML,"BROMFENAC 0.075% SOLN,OPH","BROMFENAC 0.075% SOLN,OPH",op300,T,T,62.09,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,51660-0995-30,,30,"COLESEVELAM HCL 3.75GM PWDR,PKT","COLESEVELAM HCL 3.75GM PWDR,PKT",CV350,T,T,49.47,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,51660-0996-28,,180,COLESEVELAM HCL 625MG TAB,COLESEVELAM HCL 625MG TAB,CV350,T,T,29.65,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,53489-0700-07,,30,QUININE SO4 324MG CAP,QUALAQUIN 324MG CAP,AP101,T,T,7.72,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0020-97,,3x10,ISOTRETINOIN (EQV-ABSORICA) 10MG CAP,ISOTRETINOIN (EQV-ABSORICA) 10MG CAP,DE751,T,T,321.11,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0021-97,,3x10,ISOTRETINOIN (EQV-ABSORICA) 20MG CAP,ISOTRETINOIN (EQV-ABSORICA) 20MG CAP,DE751,T,T,321.16,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0022-97,,3x10,ISOTRETINOIN (EQV-ABSORICA) 25MG CAP,ISOTRETINOIN (EQV-ABSORICA) 25MG CAP,DE751,T,T,308.09,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0023-97,,3x10,ISOTRETINOIN (EQV-ABSORICA) 30MG CAP,ISOTRETINOIN (EQV-ABSORICA) 30MG CAP,DE751,T,T,345.35,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0024-97,,3x10,ISOTRETINOIN (EQV-ABSORICA) 35MG CAP,ISOTRETINOIN (EQV-ABSORICA) 35MG CAP,DE751,T,T,308.09,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0025-97,,3x10,ISOTRETINOIN (EQV-ABSORICA) 40MG CAP,ISOTRETINOIN (EQV-ABSORICA) 40MG CAP,DE751,T,T,345.35,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0698-36,,60GM,"HALCINONIDE 0.1% CREAM,TOP","HALCINONIDE 0.1% CREAM,TOP",DE200,T,T,286.31,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0796-83,,30,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 20MG TAB,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLM,CV400,T,T,3.91,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0796-99,,90,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 20MG TAB,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLM,CV400,T,T,11.73,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0797-83,,30,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 40MG TAB,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLM,CV400,T,T,3.91,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0797-99,,90,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 40MG TAB,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 12.5MG/OLM,CV400,T,T,11.73,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0798-83,,30,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 40MG TAB,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 12.5MG/OL,CV400,T,T,3.91,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0798-99,,90,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 12.5MG/OLMESARTAN 40MG TAB,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 12.5MG/OL,CV400,T,T,11.73,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0799-83,,30,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 25MG/OLMESARTAN 40MG TAB,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 25MG/OLMES,CV400,T,T,3.91,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0799-99,,90,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 25MG/OLMESARTAN 40MG TAB,AMLODIPINE 5MG/HYDROCHLOROTHIAZIDE 25MG/OLMES,CV400,T,T,11.73,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0800-83,,30,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 25MG/OLMESARTAN 40MG TAB,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 25MG/OLME,CV400,T,T,3.91,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,57664-0800-99,,90,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 25MG/OLMESARTAN 40MG TAB,AMLODIPINE 10MG/HYDROCHLOROTHIAZIDE 25MG/OLME,CV400,T,T,11.73,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,62756-0059-40,,1,EPOPROSTENOL NA (EQV-VELETRI) 0.5MG/VIL INJ,EPOPROSTENOL NA (EQV-VELETRI) 0.5MG/VIL INJ,HS875,F,T,19.97,11/10/2021,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,62756-0060-40,,1,EPOPROSTENOL NA (EQV-VELETRI) 1.5MG/VIL INJ,EPOPROSTENOL NA (EQV-VELETRI) 1.5MG/VIL INJ,HS875,F,T,39.94,11/10/2021,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,62756-0301-01,,1,PHENOBARBITAL NA 100MG/VIL INJ,SEZABY 100MG VIAL,CN301,T,T,123.53,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,63304-0191-30,,30,"DESVENLAFAXINE (EQV-PRISTIQ) 50MG TAB,SA","DESVENLAFAXINE 50MG TAB,SA",CN609,T,T,69.70,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,63304-0192-30,,30,"DESVENLAFAXINE (EQV-PRISTIQ) 100MG TAB,SA","DESVENLAFAXINE 100MG TAB,SA",CN609,T,T,69.70,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,63304-0241-59,,15ML,"CALCITRIOL 1MCG/ML SOLN,ORAL","CALCITRIOL 1MCG/ML SOLN,ORAL",VT502,T,T,46.24,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,63304-0351-60,,60,"LUBIPROSTONE 8MCG CAP,ORAL","LUBIPROSTONE 8MCG CAP,ORAL",GA900,T,T,19.25,11/10/2024,07/14/2025,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,63304-0352-60,,60,"LUBIPROSTONE 24MCG CAP,ORAL","LUBIPROSTONE 24MCG CAP,ORAL",GA900,T,T,19.25,11/10/2024,07/14/2025,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,63304-0615-01,,100,DOXYCYCLINE MONOHYDRATE 75MG CAP,DOXYCYCLINE MONOHYDRATE 75MG CAP,AM250,F,T,1054.68,11/10/2021,07/14/2026,FSS,Compliant
36F79721D0187,"Sun Pharmaceutical Industries, Inc.",07/15/2021,07/14/2026,67308-0101-06,,6,AMINOLEVULINIC ACID HCL 20% APPLICATOR STICK,LEVULAN KERASTICK,DE500,T,F,1938.28,01/01/2025,07/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,10048-0611-17,,60,MULTIVITAMINS GUMMIES,DIABETIC MULITIVITAMIN GUMMIES SUGAR FREE,VT801,F,T,5.25,03/29/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,10048-0611-53,,60,MELATONIN 5MG GUMMIES,MELATONIN 5MG GUMMIES,HA000,F,T,3.60,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,10048-0612-91,,60,MELATONIN 10MG GUMMIES,MELATONIN 10MG GUMMIES,HA000,F,T,4.29,07/01/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,13709-0230-01,,15ML,"CARBAMIDE PEROXIDE 6.5%/GLYCERIN SOLN,OTIC","CARBAMIDE PEROXIDE 6.5%/GLYCERIN SOLN,OTIC",OT300,F,T,1.79,11/26/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,56023-0007-14,,60,GLUCOSE GUMMIES,GLUCOSE GUMMIES,HS503,F,T,3.44,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0102-01,,100,ACETAMINOPHEN 325MG TAB,ACETAMINOPHEN 325MG TAB,CN103,F,T,1.07,11/20/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0102-10,,1000,ACETAMINOPHEN 325MG TAB,ACETAMINOPHEN 325MG TAB,CN103,F,T,8.35,07/05/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0160-16,,473ML,ACETAMINOPHEN 160MG/5ML (ALC-F) LIQUID,LIQUID PAIN RELIEF (ACETAMINOPHEN),CN103,F,T,3.29,03/29/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0181-05,,15ML,"GLYCERIN 0.2%/HYPROMELLOSE 0.2%/POLYETHYLENE GLYCOL 1%/ SOLN,OPH",ARTIFICIAL TEARS(PG-HYPM-GLYC),OP500,F,T,1.45,08/03/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0199-45,,45GM,"TOLNAFTATE 1% PWDR,TOP","TOLNAFTATE 1% PWDR,TOP",DE102,F,T,1.99,01/31/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0201-10,,1000,ACETAMINOPHEN 500MG TAB,ACETAMINOPHEN 500MG TAB,CN103,F,T,11.94,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0204-01,,100,ACETAMINOPHEN 500MG TAB,ACETAMINOPHEN 500MG TAB,CN103,F,T,1.29,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0206-08,,240ML,ACETAMINOPHEN 500MG/15ML LIQUID,PAIN RELIEF ADULT,CN103,F,T,2.62,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0216-01,,100,APAP 250MG/ASA 250MG/CAFN 65MG TAB,APAP 250MG/ASA 250MG/CAFN 65MG TAB,CN103,F,T,2.09,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0222-01,,100,ACETAMINOPHEN 500MG TAB,ACETAMINOPHEN 500MG TAB,CN103,F,T,1.47,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0222-10,,1000,ACETAMINOPHEN 500MG TAB,ACETAMINOPHEN 500MG TAB,CN103,F,T,11.94,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0333-45,,44ML,"SODIUM CHLORIDE 0.65% SOLN,NASAL SPRAY","SODIUM CHLORIDE 0.65% SOLN,NASAL SPRAY",NT900,F,T,0.83,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0381-25,,6X4,LOPERAMIDE HCL 2MG CAP,ANTI-DIARRHEAL (LOPERAMIDE) CAPLET,GA208,F,T,0.93,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0401-01,,100,DOCUSATE NA 100MG CAP,DOCUSATE NA 100MG CAP,GA205,F,T,1.42,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0401-03,,30,DOCUSATE NA 100MG CAP,DOCUSATE NA 100MG CAP,GA205,F,T,0.89,11/20/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0401-10,,1000,DOCUSATE NA 100MG CAP,DOCUSATE NA 100MG CAP,GA205,F,T,12.99,07/01/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0421-01,,100,DOCUSATE NA 100MG TAB,STOOL SOFTENER,GA205,F,T,2.69,09/18/2021,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0421-10,,1000,DOCUSATE NA 100MG TAB,DOCUSATE NA 100MG TAB,GA205,F,T,22.98,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0421-20,,200,DOCUSATE NA 100MG TAB,DOCUSATE NA 100MG TAB,GA205,F,T,5.24,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0423-16,,473ML,DOCUSATE NA 50MG/5ML LIQUID,DOCUSATE NA 50MG/5ML LIQUID,GA205,F,T,5.64,06/30/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0426-01,,100,DOCUSATE NA 250MG CAP,STOOL SOFTENER,GA205,F,T,2.78,07/01/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0434-01,,100,SENNOSIDES 8.6MG TAB,GERI-KOT,GA204,F,T,0.99,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0441-01,,100,"BISACODYL 5MG TAB,EC","BISACODYL 5MG TAB,EC",GA204,F,T,0.97,07/01/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0441-10,,1000,"BISACODYL 5MG TAB,EC","BISACODYL 5MG TAB,EC",GA204,F,T,5.14,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0441-26,,25,"BISACODYL 5MG TAB,EC","BISACODYL 5MG TAB,EC",GA204,F,T,0.79,06/15/2021,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0459-09,,90,CALCIUM POLYCARBOPHIL 625MG TAB,CALCIUM POLYCARBOPHIL 625MG TAB,GA201,F,T,3.34,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0472-08,,237ML,"SENNOSIDES 8.8MG/5ML SYRUP,ORAL","SENNOSIDES 8.8MG/5ML SYRUP,ORAL",GA204,F,T,6.71,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0489-14,,238GM,"POLYETHYLENE GLYCOL 3350 PWDR,ORAL","POLYETHYLENE GLYCOL 3350 PWDR,ORAL",GA202,F,T,3.84,07/01/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0489-30,,510GM,"POLYETHYLENE GLYCOL 3350 PWDR,ORAL","POLYETHYLENE GLYCOL 3350 PWDR,ORAL",GA202,F,T,6.09,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0501-01,,100,MULTIVITAMINS CAP/TAB,ONE-DAILY MULTI-VITAMIN,VT801,F,T,0.85,06/15/2021,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0501-10,,1000,MULTIVITAMINS CAP/TAB,ONE-DAILY MULTI-VITAMIN,VT801,F,T,8.77,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0521-10,,1000,DAILY MULTIPLE VITAMIN W/IRON TAB,DAILY MULTIPLE VITAMIN W/IRON TAB,VT802,F,T,11.48,02/12/2025,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0531-01,,100,MULTIVITAMINS W/MINERALS CAP/TAB,ONE DAILY MULTI-VIT W-MINERAL,VT802,F,T,1.29,07/01/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0531-10,,1000,MULTIVITAMINS W/MINERALS CAP/TAB,ONE DAILY MULTI-VIT W-MINERAL,VT802,F,T,9.67,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0531-30,,300,MULTIVITAMINS W/MINERALS CAP/TAB,ONE DAILY MULTI-VIT W-MINERAL,VT802,F,T,3.68,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0601-01,,100,MULTIVITAMINS CAP/TAB,THERA-TABS,VT801,F,T,2.29,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0619-12,,355ML,AL OH 400MG/MG OH 400MG/SIMETHICONE 40MG/5ML LIQUID(360ML),AL OH 400MG/MG OH 400MG/SIMETHICONE 40MG/5ML,GA199,F,T,2.59,01/05/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0621-10,,1000,MULTIVITAMINS W/MINERALS CAP/TAB,THERA-TABS M,VT802,F,T,23.45,03/06/2024,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0629-12,,355ML,"AL OH 200MG/MG OH 200MG/SIMETHICONE 20MG/5ML LIQUID,360ML",GERI-LANTA,GA199,F,T,2.59,07/01/2023,06/14/2026,FSS,Compliant
36F79721D0188,Geri-Care Pharmaceutical Corp,06/15/2021,06/14/2026,57896-0631-06,,60,MULTIVITAMIN/OPHTH ANTIOXIDANT/LUTEIN CAP/TAB,OCULAR VITAMINS,VT802,F,T,2.19,02/12/2025,06/14/2026,FSS,Compliant
